td,5G_TBS,4G_TBS,5G_MCS,5G_RSRP,5G_RB,4G_MCS,4G_RSRP,4G_RB,5G_BLER,4G_BLER,4G_PUSCH_POWER,4G_PUCCH_POWER,4G_TOTAL_POWER,5G_PUSCH_POWER,5G_PUCCH_POWER,5G_TOTAL_POWER,5G_PUSCH_KPI_POWER,5G_ENDC_POWER,5G_NR_POWER,5G_RSRQ,4G_RSRQ,5G_CQI,4G_CQI
2022-03-30 13:54:09.060,4227.0,1503.545,10.0,-100.78,85.0,19.555,-92.345,26.6625,6.0,0.0,17.86,-6.630909090909091,11.653333333333334,20.083333333333332,14.290322580645162,20.546666666666667,20.083333333333332,21.9584,20.5,-11.51,-8.06,11.0,13.0
2022-03-30 13:54:09.080,4451.25,2528.175,10.0,-100.75428571428571,89.25,19.11,-92.46,51.325,8.0,15.0,19.89,-7.342727272727272,16.468,20.166666666666668,14.319354838709678,20.613333333333333,20.166666666666668,21.961199999999998,20.5,-11.487142857142857,-9.396666666666667,11.0,13.0
2022-03-30 13:54:09.100,5249.7,3369.5,7.875,-100.72857142857143,119.0,17.31,-92.5,81.0,10.0,0.0,21.92,-8.054545454545455,13.47,20.25,14.348387096774193,20.68,20.25,21.964,20.5,-11.464285714285714,-10.626666666666667,11.0,13.0
2022-03-30 13:54:09.120,4788.0,3515.75,7.6,-100.70285714285714,119.0,17.9,-92.5,81.0,8.975999999999999,0.0,21.94666666666667,-8.766363636363636,18.935,20.125,14.37741935483871,20.61,20.125,21.9668,20.5,-11.44142857142857,-8.0,11.0,13.0
2022-03-30 13:54:09.140,6121.6,3662.0,7.5,-100.67714285714285,153.3,18.1,-92.47999999999999,81.0,7.952,0.0,21.973333333333333,-9.478181818181818,17.596666666666668,20.0,14.406451612903226,20.54,20.0,21.9696,20.5,-11.418571428571429,-8.771666666666668,11.0,13.0
2022-03-30 13:54:09.160,4930.8,3835.075,5.1,-100.65142857142857,168.0,18.95,-92.46,80.95,6.928,5.0,22.0,-10.19,16.9275,20.0,14.435483870967742,20.53,20.0,21.9724,20.5,-11.395714285714286,-9.543333333333335,11.0,13.0
2022-03-30 13:54:09.180,5422.0,3988.1,6.0,-100.62571428571428,165.4,19.0,-92.44,86.4,5.904,6.25,21.95,-10.211833333333333,18.935,20.0,14.464516129032258,20.52,20.0,21.9752,20.5,-11.372857142857143,-9.69,11.0,13.0
2022-03-30 13:54:09.200,6263.2,4141.125,7.0,-100.6,166.6,19.06,-92.41,81.44,4.88,7.5,21.9,-10.233666666666666,16.755,20.0,14.493548387096775,20.513333333333332,20.0,21.977999999999998,20.5,-11.35,-8.940000000000001,11.0,13.0
2022-03-30 13:54:09.220,6799.083333333333,4236.6,6.6,-100.64874999999999,186.66666666666666,19.2,-92.27,84.85,5.442,5.0,21.933333333333334,-10.2555,17.596666666666668,20.0,14.522580645161291,20.506666666666668,20.0,21.9808,20.5,-11.35375,-9.94,11.0,13.0
2022-03-30 13:54:09.240,5802.0,3959.1,5.0,-100.69749999999999,200.3,18.45,-92.125,86.07499999999999,6.004,10.0,21.966666666666665,-10.277333333333333,17.596666666666668,20.0,14.551612903225806,20.5,20.0,21.9836,20.5,-11.3575,-8.065000000000001,11.0,13.0
2022-03-30 13:54:09.260,5700.125,3729.1625,4.875,-100.74624999999999,201.875,17.7,-91.94,87.3,6.566,6.25,22.0,-10.299166666666666,18.935,20.0,14.580645161290322,20.46,20.0,21.9864,20.5,-11.36125,-9.94,11.0,13.0
2022-03-30 13:54:09.280,4951.916666666667,3499.225,4.5,-100.79499999999999,191.5,16.78,-91.73,85.975,7.128,2.5,22.0,-10.321,18.447499999999998,20.0,14.609677419354838,20.42,20.0,21.9892,20.5,-11.365,-9.523333333333333,11.0,13.0
2022-03-30 13:54:09.300,5746.625,3528.25,5.0,-100.84375,199.25,16.89,-91.5,85.7375,7.69,5.0,22.0,-10.342833333333333,17.596666666666668,20.0,14.638709677419355,20.44,20.0,21.992,20.5,-11.36875,-8.56,10.75,13.0
2022-03-30 13:54:09.320,5764.0,3807.684,5.0,-100.8925,197.7,17.0,-91.2975,85.5,7.364,0.0,22.0,-10.364666666666666,18.935,20.0,14.667741935483871,20.46,20.0,21.994799999999998,20.5,-11.3725,-8.4375,10.5,13.0
2022-03-30 13:54:09.340,5506.1,4014.942,4.8,-100.94125,199.1,18.11,-91.095,86.68,7.038,2.5,22.0,-10.3865,15.983333333333334,20.0,14.696774193548388,20.48,20.0,21.9976,20.5,-11.37625,-8.315000000000001,10.25,13.0
2022-03-30 13:54:09.360,5364.0,4222.2,4.666666666666667,-100.99,190.75,19.0,-91.0,86.0,6.712,5.0,22.0,-10.408333333333333,15.395,20.0,14.725806451612904,20.509999999999998,20.0,22.0004,20.5,-11.38,-10.47,10.0,12.0
2022-03-30 13:54:09.380,4417.833333333333,4265.4,4.0,-101.03375,193.58333333333334,19.0,-90.91,86.85,6.385999999999999,5.0,21.886666666666667,-10.430166666666667,18.455,20.0,14.754838709677419,20.54,20.0,22.0032,20.5,-11.373750000000001,-8.13,10.0,12.0
2022-03-30 13:54:09.400,4562.0,3897.0,4.0,-101.0775,200.0,18.05,-90.88,84.85,6.06,5.0,21.773333333333333,-10.452,17.25,20.0,14.783870967741935,20.53333333333333,20.0,22.006,20.5,-11.3675,-8.815000000000001,10.0,12.0
